UID,tax_identification_number,legal_form_code,industry,entity_size_code,legal_name,location,location_code,incorporation_date,listed_entity_flag,last_updated,compliance
GR0000001590,963919401,IKE,Consumer Goods and Retail,L,Bazaar Merchant IKE,Chalkidiki,N0270,2014-04-29,False,2024-12-09 14:01:32,Compliant
GR0000001591,698409868,EPE,Agriculture and Food Production,S,Chronos Field Basileus EPE,Preveza,N0440,2003-04-16,False,2024-05-28 15:01:42,Compliant
GR0000001592,492747974,AE,Agriculture and Food Production,S,Basileus Nomos AE,Kavala,N0130,2006-04-25,False,2024-12-31 14:35:04,Compliant
GR0000001593,196961971,IKE,Automotive,S,Olympian Praxis IKE,Viotia,N0810,2017-01-13,False,2024-01-21 11:37:02,Compliant
GR0000001594,948988297,EPE,Agriculture and Food Production,S,Gaia Dairy EPE,Rethymno,N1330,2011-04-22,False,2024-04-16 11:37:31,Compliant
GR0000001595,523671208,AT,Healthcare,M,Experts Remedy,Chalkidiki,N0270,2009-12-28,False,2024-01-04 13:44:05,Compliant
GR0000001596,114945047,AT,Agriculture and Food Production,S,Demeter Dairy,East Attica,N0930,2008-08-25,False,2024-10-24 13:32:57,Compliant
GR0000001597,383960237,AE,Tourism and Hospitality,S,Physis Praxis Haven AE,Kilkis,N0230,2000-01-01,False,2024-03-25 14:13:09,Compliant
GR0000001598,676140134,AT,Consumer Goods and Retail,M,Hermes Hypermarket Chronos,Xanthi,N0140,1999-05-06,False,2024-10-01 08:58:40,Compliant
GR0000001599,232702394,IKE,Logistics and Transportation,M,Oikos Storage Basileus IKE,Pieria,N0250,1995-08-11,False,2024-11-14 12:17:35,Somewhat Compliant
GR0000001600,588322781,AT,Healthcare,S,Psyche Hygeia,Drama,N0110,2019-10-01,False,2024-07-10 16:24:10,Compliant
GR0000001601,495765839,AT,Consumer Goods and Retail,L,Delphi Xenia Olympian,Rethymno,N1330,2000-11-03,False,2024-04-13 17:16:21,Compliant
GR0000001602,822443971,IKE,Energy,M,Archon Techne IKE,Trikala,N0540,2009-11-08,True,2024-04-10 13:57:16,Compliant
GR0000001603,904245086,AT,Automotive,S,Onoma Automotive Athens,Kavala,N0130,2011-03-04,False,2024-07-20 09:41:18,Compliant
GR0000001604,821920438,AT,Healthcare,L,Aion Hygeia Physis,Evia,N0820,2011-03-17,False,2024-08-19 08:28:38,Compliant
GR0000001605,381493671,AT,Manufacturing,S,Koinonia Nomos Craftsmen,Pella,N0240,2021-05-31,False,2024-11-29 16:49:25,Compliant
GR0000001606,727666622,IKE,Technology and Innovation,S,Platform Archon Chronos IKE,Magnisia,N0530,2018-09-20,False,2024-04-14 10:07:02,Compliant
GR0000001607,509123009,IKE,Automotive,M,Dynamis Engineering Aegean IKE,Euritania,N0830,2022-02-14,False,2024-07-17 09:47:59,Compliant
GR0000001608,983063850,IKE,Logistics and Transportation,S,Techne Flow Transport IKE,Aitoloakarnania,N0710,2011-09-01,False,2024-04-15 11:48:36,Compliant
GR0000001609,785637052,AE,Technology and Innovation,S,Aegean Kairos Nous AE,Athens,N0910,2005-09-07,False,2024-06-01 11:56:37,Compliant
GR0000001610,498866784,IKE,Logistics and Transportation,M,Delivery Fleet IKE,Chania,N1340,2024-03-01,False,2024-06-04 13:29:03,Compliant
GR0000001611,216335741,IKE,Healthcare,S,Nous Onoma Asclepius IKE,Zakynthos,N0610,2007-05-18,False,2024-11-27 11:36:56,Compliant
GR0000001612,824600232,AT,Automotive,S,Aegean Sophia,Trikala,N0540,2004-06-02,False,2024-05-09 11:32:01,Compliant
GR0000001613,351064359,AE,Tourism and Hospitality,S,Kosmos Oasis AE,Pieria,N0250,2021-03-17,False,2024-06-07 08:13:53,Somewhat Compliant
GR0000001614,606244434,IKE,Tourism and Hospitality,S,Santorini Discovery Episteme IKE,West Attica,N0940,2012-03-23,False,2024-04-02 13:13:31,Compliant
GR0000001615,126870011,OE,Manufacturing,L,Builder Kalon Mythos OE,Argolida,N1010,1998-11-29,False,2024-07-17 13:29:25,Compliant
GR0000001616,765233376,AT,Agriculture and Food Production,S,Polis Chronos Eudaimonia,Lesvos,N1110,1999-10-08,False,2024-11-04 10:58:31,Compliant
GR0000001617,702806585,AT,Agriculture and Food Production,S,Agon Demos Authentic,Dodekanisa,N1220,2000-11-06,False,2024-09-02 16:38:18,Compliant
GR0000001618,452194058,AT,Consumer Goods and Retail,S,Philia Hermes,Peiraias and islands,N0920,2023-03-28,False,2024-12-07 11:04:39,Somewhat Compliant
GR0000001619,755070775,IKE,Agriculture and Food Production,M,Sustenance Agon IKE,Kilkis,N0230,2021-12-29,False,2024-02-24 08:54:01,Compliant
GR0000001620,337691219,EPE,Technology and Innovation,S,Portal Onoma Ionic EPE,Lakonia,N1040,2000-05-24,False,2024-11-13 08:54:00,Compliant
GR0000001621,795411453,AE,Logistics and Transportation,S,Poseidon Hellenic AE,Fokida,N0850,1996-11-02,False,2024-05-20 08:19:28,Compliant
GR0000001622,167878777,IKE,Manufacturing,S,Xenia Olympic IKE,Peiraias and islands,N0920,2021-04-23,False,2024-07-14 17:10:06,Compliant
GR0000001623,782259766,AE,Tourism and Hospitality,S,Nous Zoe AE,Heraklio,N1310,2024-05-07,False,2024-01-28 13:13:41,Somewhat Compliant
GR0000001624,984607950,OE,Technology and Innovation,M,Helios Advanced Nomos OE,Trikala,N0540,2003-07-17,False,2024-04-07 14:47:56,Compliant
GR0000001625,598503464,IKE,Consumer Goods and Retail,M,Aegean Ecclesia IKE,Karditsa,N0510,2003-08-26,False,2024-07-09 09:17:26,Compliant
GR0000001626,852775879,AE,Technology and Innovation,S,Agora Code Next AE,Kyklades,N1210,2014-12-29,False,2024-11-30 08:19:49,Somewhat Compliant
GR0000001627,424474225,OE,Healthcare,M,Eudaimonia Agon Solutions OE,Kozani,N0330,1999-06-04,False,2024-01-18 09:19:09,Compliant
GR0000001628,797115550,EPE,Manufacturing,S,Demos Aegean Mediterranean EPE,Kefallonia,N0630,1998-05-10,False,2024-05-14 15:59:59,Non-Compliant
GR0000001629,538404342,IKE,Energy,S,Poseidon Nous Energeia IKE,Kyklades,N1210,2019-07-08,False,2024-04-14 09:58:40,Compliant
GR0000001630,225279834,AE,Financial Services,S,Kairos Polis Oikos AE,Arkadia,N1020,2022-10-06,False,2024-12-15 08:56:59,Somewhat Compliant
GR0000001631,250084428,IKE,Financial Services,M,Asset Venture IKE,Lasithio,N1320,2010-05-19,False,2024-08-31 10:00:07,Somewhat Compliant
GR0000001632,148690765,AT,Manufacturing,M,Processing Philia Polis,Lefkada,N0640,2008-07-09,False,2024-02-14 11:29:55,Compliant
GR0000001633,139956218,EPE,Tourism and Hospitality,L,Ethos Psyche EPE,Xanthi,N0140,2016-04-08,True,2024-10-23 16:17:17,Compliant
GR0000001634,426808977,EPE,Manufacturing,L,Macedonian Harmonia Philia EPE,Kavala,N0130,2004-01-22,False,2024-01-12 17:30:04,Compliant
GR0000001635,628951656,IKE,Automotive,M,Agon Onoma Velocity IKE,Kozani,N0330,2018-12-06,False,2024-12-20 10:13:04,Compliant
GR0000001636,224683417,AT,Agriculture and Food Production,L,Psyche Natural,Kavala,N0130,2001-11-21,False,2024-07-22 14:01:02,Compliant
GR0000001637,204359116,AT,Agriculture and Food Production,M,Pneuma Sophia Zoe,Mesinia,N1050,1996-12-17,False,2024-09-11 14:53:29,Compliant
GR0000001638,352114611,OE,Manufacturing,S,Creator Manufacturers Sparta OE,Florina,N0340,2000-09-24,False,2024-07-30 10:00:36,Somewhat Compliant
GR0000001639,677186272,AE,Energy,M,Pneuma Electric AE,Ilia,N0730,2003-08-06,False,2024-01-23 09:49:56,Non-Compliant
GR0000001640,245668163,AE,Manufacturing,S,Pathos Ethos AE,Xanthi,N0140,2013-10-03,False,2024-05-23 12:46:30,Compliant
GR0000001641,517305280,OE,Healthcare,M,Zoe Logos OE,Kerkyra,N0620,2019-09-10,True,2024-04-13 12:01:42,Non-Compliant
GR0000001642,587096273,AT,Healthcare,L,Acropolis Agora Pathos,Samos,N1120,2006-04-29,False,2024-05-19 11:15:44,Compliant
GR0000001643,498370582,OE,Manufacturing,M,Sophia Ethos Sparta OE,Magnisia,N0530,2020-02-18,False,2024-08-17 08:41:02,Compliant
GR0000001644,819929088,AE,Logistics and Transportation,S,Junction Hub AE,Kerkyra,N0620,2010-07-30,False,2024-10-15 14:35:44,Non-Compliant
GR0000001645,897940629,AT,Automotive,L,Theoria Athens Aegean,Thesprotia,N0420,2011-06-01,True,2024-09-07 11:45:54,Non-Compliant
GR0000001646,847843987,EPE,Consumer Goods and Retail,S,Olympian Kairos Outlet EPE,Trikala,N0540,2015-02-11,False,2024-01-25 12:23:05,Compliant
GR0000001647,680027275,AT,Healthcare,S,Ecclesia Arete,Evia,N0820,2023-04-02,False,2024-11-02 13:29:52,Compliant
GR0000001648,550033924,OE,Automotive,M,Eudaimonia Dynamis OE,Achaia,N0720,2000-04-06,False,2024-08-29 16:10:23,Compliant
GR0000001649,730651895,AT,Energy,M,Network Solar Eudaimonia,Dodekanisa,N1220,2014-07-24,False,2024-12-03 13:46:35,Compliant
GR0000001650,897005281,IKE,Logistics and Transportation,M,Arete Physis IKE,Preveza,N0440,1998-01-13,False,2024-10-03 10:20:47,Somewhat Compliant
GR0000001651,880179899,IKE,Technology and Innovation,M,Creative Ecclesia Greek IKE,Rethymno,N1330,2016-08-27,False,2024-11-23 13:26:11,Compliant
GR0000001652,265917699,AT,Logistics and Transportation,S,Poseidon Warehouse Pathos,Chios,N1130,2013-10-16,False,2024-10-24 14:23:29,Compliant
GR0000001653,545478870,AT,Energy,S,Basileus Kairos Green,Lesvos,N1110,2018-06-29,False,2024-06-26 12:09:52,Compliant
GR0000001654,803217037,EPE,Automotive,S,Sophia Energeia Mechanical EPE,Trikala,N0540,2017-08-07,False,2024-12-10 15:43:34,Compliant
GR0000001655,206323670,AT,Consumer Goods and Retail,L,Aegean Harmonia Galleria,Ioannina,N0430,1995-12-24,False,2024-07-27 13:27:05,Non-Compliant
GR0000001656,995171130,OE,Consumer Goods and Retail,S,Supplier Trade Dealer OE,Chania,N1340,2002-06-27,False,2024-11-04 12:56:08,Compliant
GR0000001657,625432379,AT,Tourism and Hospitality,L,Experience Athens Pneuma,Chalkidiki,N0270,2021-11-15,True,2024-06-19 13:41:29,Compliant
GR0000001658,761051532,IKE,Tourism and Hospitality,M,Praxis Kosmos IKE,Zakynthos,N0610,2007-04-18,True,2024-08-18 16:55:43,Compliant
GR0000001659,538211092,EPE,Tourism and Hospitality,L,Greek Onoma Harmonia EPE,Peiraias and islands,N0920,2000-10-12,True,2024-03-25 08:21:32,Compliant
GR0000001660,400368694,IKE,Technology and Innovation,S,Physis Algorithm Secure IKE,Drama,N0110,2007-12-28,False,2024-11-16 10:38:21,Somewhat Compliant
GR0000001661,135128844,IKE,Technology and Innovation,S,Praxis Advanced IKE,Xanthi,N0140,1997-01-13,False,2024-10-03 10:54:51,Compliant
GR0000001662,841183219,EPE,Consumer Goods and Retail,M,Episteme Hestia Ethos EPE,Fokida,N0850,2020-05-24,False,2024-10-20 10:52:50,Somewhat Compliant
GR0000001663,497853519,IKE,Technology and Innovation,M,Techne Kosmos IKE,Heraklio,N1310,1997-09-22,False,2024-04-15 14:05:52,Compliant
GR0000001664,333291547,AT,Logistics and Transportation,L,Zoe Basileus Energeia,Zakynthos,N0610,2003-07-13,True,2024-08-02 09:32:34,Compliant
GR0000001665,576078963,OE,Financial Services,S,Invest Pneuma OE,Argolida,N1010,2012-10-29,False,2024-01-22 16:06:36,Compliant
GR0000001666,577488537,AT,Financial Services,S,Harmonia Philia,Rodopi,N0150,2017-03-15,False,2024-01-03 12:59:35,Compliant
GR0000001667,353524015,AT,Automotive,S,Aion Innovations,Rethymno,N1330,2018-11-18,False,2024-12-06 10:47:14,Compliant
GR0000001668,489431174,AE,Energy,M,Nomos Fuel Ecclesia AE,Preveza,N0440,2018-01-11,False,2024-12-16 13:31:07,Compliant
GR0000001669,206681214,AE,Energy,S,Techne Xenia AE,Peiraias and islands,N0920,1998-05-12,False,2024-06-15 13:35:59,Compliant
GR0000001670,836243579,AT,Logistics and Transportation,S,Hub Carrier,Evros,N0120,2002-06-03,False,2024-07-21 16:42:52,Compliant
GR0000001671,494422907,IKE,Financial Services,S,Psyche Physis Associates IKE,Evros,N0120,2014-08-20,False,2024-07-20 11:36:22,Compliant
GR0000001672,684615760,IKE,Consumer Goods and Retail,M,Center Agora IKE,Serres,N0260,2017-11-04,False,2024-07-27 09:14:40,Compliant
GR0000001673,792377512,AE,Agriculture and Food Production,L,Pure Field Sustenance AE,Xanthi,N0140,2012-03-24,True,2024-11-25 15:09:53,Compliant
GR0000001674,485123110,AT,Healthcare,S,Nous Research,Trikala,N0540,2020-03-24,False,2024-12-21 11:45:00,Compliant
GR0000001675,165015165,AT,Healthcare,L,Healing Preventive,Zakynthos,N0610,2012-07-02,False,2024-09-15 09:31:09,Compliant
GR0000001676,527499187,EPE,Automotive,M,Components Logos EPE,Viotia,N0810,2012-12-23,False,2024-02-06 12:15:48,Compliant
GR0000001677,396225446,IKE,Financial Services,M,Energeia Ecclesia Psyche IKE,Athens,N0910,2022-03-27,False,2024-07-26 12:52:13,Somewhat Compliant
GR0000001678,303805386,OE,Energy,S,Renewable Thermal Sustainable OE,Thesprotia,N0420,2007-03-06,False,2024-10-04 09:52:12,Compliant
GR0000001679,231167999,AE,Technology and Innovation,M,Ionic Data Intelligence AE,Chalkidiki,N0270,2004-04-12,False,2024-01-13 08:01:18,Compliant
GR0000001680,984968439,AE,Technology and Innovation,M,Theoria Archon Quantum AE,Pella,N0240,2003-04-03,False,2024-03-02 11:11:52,Compliant
GR0000001681,588249062,AT,Healthcare,S,Mediterranean Consultants,Lesvos,N1110,1995-02-27,False,2024-12-14 09:04:16,Compliant
GR0000001682,198433586,EPE,Tourism and Hospitality,S,Greek Oikos Physis EPE,Lesvos,N1110,2002-03-05,False,2024-08-19 09:27:22,Non-Compliant
GR0000001683,811642514,EPE,Automotive,S,Agora Drive EPE,Evia,N0820,2020-08-25,False,2024-12-04 14:00:44,Compliant
GR0000001684,327746886,AT,Automotive,S,Hephaestus Pneuma,Kyklades,N1210,2004-10-07,False,2024-11-01 12:21:24,Somewhat Compliant
GR0000001685,789024924,AT,Consumer Goods and Retail,S,Ecclesia Paideia,Dodekanisa,N1220,2021-07-23,False,2024-07-10 11:19:27,Compliant
GR0000001686,786650291,AT,Logistics and Transportation,L,Agon Hermes Hub,Fokida,N0850,1995-05-25,True,2024-11-13 17:58:30,Somewhat Compliant
GR0000001687,741180590,AT,Technology and Innovation,S,Innovative Dynamic,Lakonia,N1040,2017-12-31,False,2024-11-21 17:37:02,Compliant
GR0000001688,122932394,AT,Consumer Goods and Retail,S,Warehouse Koinonia Galleria,Pella,N0240,2015-06-05,False,2024-12-13 15:02:31,Compliant
GR0000001689,154308262,EPE,Energy,S,Helios Clean EPE,Chalkidiki,N0270,2017-08-06,False,2024-06-12 13:01:16,Compliant
GR0000001690,944814262,AT,Logistics and Transportation,L,Route Episteme,Trikala,N0540,2018-07-20,True,2024-12-24 15:55:51,Compliant
GR0000001691,458102728,EPE,Manufacturing,L,Factory Mythos Sparta EPE,Fokida,N0850,2006-08-10,True,2024-07-15 16:49:06,Compliant
GR0000001692,361530104,AT,Consumer Goods and Retail,S,Harmonia Physis Olympian,Kefallonia,N0630,2008-08-10,False,2024-08-04 17:39:56,Somewhat Compliant
GR0000001693,235209737,IKE,Tourism and Hospitality,M,Kalon Episteme Aion IKE,Trikala,N0540,2004-11-17,False,2024-06-28 15:01:24,Compliant
GR0000001694,945011302,AE,Agriculture and Food Production,L,Authentic Orchard AE,Imathia,N0210,2008-04-16,False,2024-01-20 15:48:57,Compliant
GR0000001695,706210987,OE,Agriculture and Food Production,S,Eudaimonia Physis Arete OE,Evia,N0820,2007-01-16,False,2024-02-14 15:16:34,Compliant
GR0000001696,320337809,IKE,Consumer Goods and Retail,S,Theoria Products IKE,Aitoloakarnania,N0710,2019-10-07,False,2024-02-17 09:15:46,Compliant
GR0000001697,173669588,IKE,Consumer Goods and Retail,S,Warehouse Distributor IKE,Aitoloakarnania,N0710,2000-05-04,False,2024-11-19 09:29:24,Compliant
GR0000001698,991010113,AT,Automotive,M,Logos Sophia Mechanics,Chania,N1340,2002-09-03,False,2024-06-21 11:38:30,Somewhat Compliant
GR0000001699,921581473,IKE,Tourism and Hospitality,S,Polis Odyssey IKE,Athens,N0910,2005-01-15,False,2024-01-18 13:19:35,Somewhat Compliant
GR0000001700,695076080,OE,Consumer Goods and Retail,M,Athens Warehouse Dealer OE,Lefkada,N0640,1997-01-16,False,2024-12-26 15:13:39,Non-Compliant
GR0000001701,322433532,IKE,Agriculture and Food Production,L,Field Dynamis IKE,Korinthos,N1030,2018-12-06,True,2024-07-29 09:00:43,Somewhat Compliant
GR0000001702,729624046,AE,Technology and Innovation,M,Pneuma Chronos Cloud AE,Athens,N0910,2005-09-06,False,2024-03-06 17:55:43,Compliant
GR0000001703,331875999,OE,Energy,L,Aegean Agon Eudaimonia OE,Arta,N0410,2008-02-02,True,2024-01-15 16:28:04,Compliant
GR0000001704,973008988,OE,Consumer Goods and Retail,M,Pathos Koinonia Agora OE,Heraklio,N1310,1996-10-01,True,2024-09-14 10:29:17,Compliant
GR0000001705,350180427,AE,Financial Services,S,Planner Xenia AE,Pella,N0240,2023-09-09,False,2024-12-22 17:24:51,Compliant
GR0000001706,452788129,EPE,Technology and Innovation,M,Integrated Techne EPE,Lakonia,N1040,2001-08-23,False,2024-10-01 08:16:37,Compliant
GR0000001707,931471931,AT,Tourism and Hospitality,S,Xenia Hotel Vacation,Evia,N0820,2007-06-16,False,2024-03-01 16:31:11,Compliant
GR0000001708,258435089,OE,Consumer Goods and Retail,S,Dynamis Emporium OE,Karditsa,N0510,2000-12-17,False,2024-08-19 12:54:10,Compliant
GR0000001709,946799779,IKE,Consumer Goods and Retail,M,Polis Plaza IKE,Magnisia,N0530,2007-02-16,False,2024-01-21 12:38:21,Compliant
GR0000001710,739930411,AE,Agriculture and Food Production,S,Ethos Onoma Mediterranean AE,Fthiotida,N0840,1997-04-23,False,2024-08-06 09:43:09,Compliant
GR0000001711,103044648,IKE,Technology and Innovation,S,Hermes Virtual IKE,Xanthi,N0140,2023-10-25,False,2024-02-09 11:30:31,Compliant
GR0000001712,397721596,IKE,Financial Services,S,Mythos Physis IKE,Larisa,N0520,2006-03-02,False,2024-05-07 08:24:49,Compliant
GR0000001713,255357534,IKE,Energy,L,Energeia Aion Ionian IKE,Magnisia,N0530,2004-06-01,True,2024-11-30 10:49:24,Compliant
GR0000001714,239577989,AT,Logistics and Transportation,S,Flow Paideia Ethos,Magnisia,N0530,2018-12-23,False,2024-01-23 12:11:14,Compliant
GR0000001715,680051935,AT,Agriculture and Food Production,M,Vegetables Mediterranean Oikos,Arta,N0410,2000-03-17,False,2024-06-23 17:54:31,Compliant
GR0000001716,369137895,AT,Consumer Goods and Retail,S,Hypermarket Psyche Sophia,Serres,N0260,1995-01-22,False,2024-04-27 15:51:44,Compliant
GR0000001717,957397689,OE,Energy,S,Solar Mythos OE,Pella,N0240,2024-02-04,False,2024-02-29 09:10:08,Somewhat Compliant
GR0000001718,287364857,IKE,Technology and Innovation,M,Intelligence Athena IKE,Kavala,N0130,2010-08-01,False,2024-03-08 17:36:01,Compliant
GR0000001719,218032515,AE,Automotive,S,Speed Hermes Nous AE,Aitoloakarnania,N0710,2023-05-18,False,2024-08-12 15:23:50,Compliant
GR0000001720,809805235,AE,Technology and Innovation,M,Demos Attica AE,Magnisia,N0530,2022-02-21,False,2024-12-23 14:01:45,Compliant
GR0000001721,127681228,IKE,Agriculture and Food Production,S,Gaia Episteme IKE,Grevena,N0310,2011-07-22,False,2024-09-25 13:40:34,Compliant
GR0000001722,241522640,AT,Consumer Goods and Retail,S,Archon Delphi Exchange,Chania,N1340,2009-07-22,False,2024-02-24 14:30:02,Compliant
GR0000001723,115956152,AE,Tourism and Hospitality,M,Paradise Holiday AE,Lakonia,N1040,1998-09-24,False,2024-05-22 14:35:44,Somewhat Compliant
GR0000001724,484659715,AE,Manufacturing,M,Xenia Kosmos Industrial AE,Rodopi,N0150,2019-08-21,False,2024-08-04 09:04:05,Compliant
GR0000001725,948239575,AE,Technology and Innovation,S,Algorithm Hestia Interface AE,Larisa,N0520,2006-11-04,False,2024-05-14 13:30:25,Compliant
GR0000001726,946571918,EPE,Energy,L,Natural Oikos Eco EPE,Chania,N1340,2000-12-28,True,2024-09-16 11:58:59,Compliant
GR0000001727,355477113,IKE,Manufacturing,M,Machinery Olympic Maker IKE,Dodekanisa,N1220,2013-04-25,False,2024-03-11 09:01:10,Compliant
GR0000001728,732276010,EPE,Energy,M,Conservation Energeia Generation EPE,Evros,N0120,2022-06-05,False,2024-02-14 17:11:42,Compliant
GR0000001729,447646966,OE,Agriculture and Food Production,M,Paideia Philia Mediterranean OE,Samos,N1120,2008-03-23,False,2024-04-10 15:42:34,Non-Compliant
GR0000001730,116944811,AT,Agriculture and Food Production,S,Eudaimonia Plantation,Chania,N1340,2009-07-23,False,2024-07-10 16:16:30,Compliant
GR0000001731,287095435,IKE,Healthcare,S,Sophia Medicine Physis IKE,Samos,N1120,1997-07-26,False,2024-02-04 10:37:26,Compliant
GR0000001732,384936197,IKE,Automotive,M,Zoe Systems Mediterranean IKE,Karditsa,N0510,2023-01-28,False,2024-02-29 16:02:14,Somewhat Compliant
GR0000001733,156263020,AT,Automotive,S,Onoma Greek,Chalkidiki,N0270,1995-06-19,False,2024-04-13 10:19:08,Compliant
GR0000001734,236105947,AT,Agriculture and Food Production,L,Pathos Fishery,Xanthi,N0140,2010-12-11,True,2024-12-25 14:00:23,Compliant
GR0000001735,896413702,IKE,Manufacturing,L,Logos Onoma Nomos IKE,Evros,N0120,2004-10-31,False,2024-01-31 16:50:00,Compliant
GR0000001736,552002959,AT,Tourism and Hospitality,M,Tourism Odyssey,Korinthos,N1030,2007-07-18,True,2024-02-27 16:42:17,Compliant
GR0000001737,664880035,IKE,Manufacturing,M,Artisan Techne Kairos IKE,Arkadia,N1020,2002-12-04,False,2024-10-26 16:00:19,Compliant
GR0000001738,222030010,AT,Tourism and Hospitality,S,Nomos Leisure,Evros,N0120,2006-06-25,False,2024-03-11 13:58:15,Compliant
GR0000001739,900651998,AT,Consumer Goods and Retail,M,Supplier Outlet,Karditsa,N0510,1995-09-13,True,2024-09-02 11:12:42,Compliant
GR0000001740,168244921,EPE,Agriculture and Food Production,M,Kairos Xenia Cultivation EPE,Thesprotia,N0420,2019-02-07,False,2024-08-31 15:30:13,Compliant
GR0000001741,611365210,AT,Agriculture and Food Production,S,Ethos Gaia,West Attica,N0940,2024-06-25,False,2024-02-20 10:24:35,Somewhat Compliant
GR0000001742,581331845,AT,Technology and Innovation,M,Doric Intelligence Olympic,Grevena,N0310,2021-02-28,False,2024-11-20 16:54:51,Somewhat Compliant
GR0000001743,935389432,AT,Automotive,M,Automotive Mobility Demos,Xanthi,N0140,1999-10-09,False,2024-02-06 10:42:08,Compliant
GR0000001744,488736388,AT,Agriculture and Food Production,S,Techne Episteme Pure,Imathia,N0210,2012-02-18,False,2024-09-18 10:55:48,Compliant
GR0000001745,651085057,AT,Financial Services,M,Onoma Planner Aion,Heraklio,N1310,2024-04-29,False,2024-02-04 15:32:04,Compliant
GR0000001746,737444033,OE,Technology and Innovation,M,Sophia Athena Innovative OE,Kavala,N0130,2006-07-17,False,2024-10-16 10:15:40,Compliant
GR0000001747,217095851,AT,Manufacturing,S,Materials Gaia Theoria,Lefkada,N0640,2023-02-02,False,2024-07-30 13:14:52,Compliant
GR0000001748,585337126,IKE,Consumer Goods and Retail,S,Trade Mall Shop IKE,Athens,N0910,2023-06-14,False,2024-05-14 14:03:48,Compliant
GR0000001749,640992677,AT,Energy,S,Efficiency Eco,Rodopi,N0150,2022-02-08,False,2024-08-09 08:55:20,Compliant
GR0000001750,337887233,AE,Energy,M,Eudaimonia Grid AE,East Attica,N0930,2019-09-16,False,2024-07-21 08:12:42,Compliant
GR0000001751,760465943,AE,Tourism and Hospitality,S,Basileus Leisure AE,Fokida,N0850,2004-03-30,False,2024-07-10 14:28:38,Somewhat Compliant
GR0000001752,146562851,AT,Financial Services,S,Ethos Ecclesia Energeia,Evros,N0120,2014-10-31,False,2024-04-25 10:30:39,Somewhat Compliant
GR0000001753,880871219,AE,Logistics and Transportation,S,Agon Maritime Fleet AE,Florina,N0340,2004-11-22,False,2024-09-17 14:41:55,Compliant
GR0000001754,940983577,IKE,Energy,M,Kosmos Mediterranean IKE,Lakonia,N1040,2009-07-17,False,2024-11-21 10:15:38,Somewhat Compliant
GR0000001755,807491789,AE,Energy,S,Solutions Eco AE,Rodopi,N0150,2007-01-20,False,2024-09-23 12:31:49,Compliant
GR0000001756,659903980,AT,Energy,L,Demos Network,Dodekanisa,N1220,2004-02-23,True,2024-02-08 14:38:01,Compliant
GR0000001757,423873102,AT,Technology and Innovation,S,Techne Solutions,Grevena,N0310,2021-02-01,False,2024-08-01 09:35:05,Non-Compliant
GR0000001758,591819409,OE,Consumer Goods and Retail,S,Archon Agora OE,Argolida,N1010,2023-04-01,False,2024-12-26 10:49:41,Non-Compliant
GR0000001759,790781796,AT,Logistics and Transportation,M,Freight Path Delivery,Kozani,N0330,2012-09-26,False,2024-01-21 13:17:25,Compliant
GR0000001760,133447745,IKE,Healthcare,L,Chronos Onoma Asclepius IKE,Peiraias and islands,N0920,2001-12-24,False,2024-05-23 15:41:51,Somewhat Compliant
GR0000001761,165310776,AT,Healthcare,M,Healing Clinic Mediterranean,Lefkada,N0640,2015-01-03,False,2024-06-23 12:53:34,Somewhat Compliant
GR0000001762,614302907,AT,Agriculture and Food Production,L,Aion Philia Traditional,Heraklio,N1310,2005-05-23,True,2024-11-05 13:58:19,Non-Compliant
GR0000001763,531233244,AE,Agriculture and Food Production,M,Pathos Harvest AE,Florina,N0340,2014-06-18,False,2024-08-28 16:31:24,Compliant
GR0000001764,557707813,IKE,Financial Services,S,Advisors Gaia Olympic IKE,Evia,N0820,2011-07-14,False,2024-12-18 17:44:35,Compliant
GR0000001765,836691577,AE,Manufacturing,M,Acropolis Zoe AE,Grevena,N0310,2001-08-26,False,2024-12-15 17:38:42,Compliant
GR0000001766,215923129,OE,Consumer Goods and Retail,L,Logos Hellenic Aegean OE,Argolida,N1010,2016-06-26,True,2024-10-20 10:30:21,Somewhat Compliant
GR0000001767,626422169,AT,Energy,L,Mediterranean Polis Distribution,Kyklades,N1210,1999-03-15,False,2024-02-16 15:21:34,Compliant
GR0000001768,864935082,AT,Consumer Goods and Retail,S,Warehouse Polis,Fthiotida,N0840,2017-03-30,False,2024-09-21 17:40:04,Non-Compliant
GR0000001769,576271425,AT,Tourism and Hospitality,S,Hospitality Sanctuary,Evia,N0820,2003-02-20,False,2024-05-08 12:59:17,Compliant
GR0000001770,178910051,IKE,Manufacturing,S,Chronos Physis IKE,Korinthos,N1030,2015-08-09,False,2024-05-27 17:32:14,Compliant
GR0000001771,186748119,AT,Automotive,S,Speed Mechanics Ethos,Mesinia,N1050,2003-04-19,False,2024-06-09 13:58:15,Compliant
GR0000001772,445864933,AE,Automotive,S,Energeia Logos Mobility AE,Kyklades,N1210,2002-11-24,False,2024-10-16 11:22:19,Non-Compliant
GR0000001773,753154389,OE,Technology and Innovation,S,Zoe Greek Ethos OE,Rodopi,N0150,2003-06-21,False,2024-04-08 13:33:43,Compliant
GR0000001774,259272239,AE,Energy,L,Eudaimonia Network Nomos AE,Grevena,N0310,2020-07-20,False,2024-07-29 12:16:38,Compliant
